Date,League,Home Team,Away Team,Predcition Score,Prediction Type,Confidence Level(%),Outcome,Source,,,,,,,,,,,,,,,,,,
,Bundesliga 2,,,GG,Both teams to score,,1-2,safertip.com,,,,,,,,,,,,,,,,,,
,Bundesliga 2,,,2x,Away or draw,65,3-4,safertip.com,,,,,,,,,,,,,,,,,,
,Bundesliga 2,,,2x,Away or draw,70,2-2,safertip.com,,,,,,,,,,,,,,,,,,
,Bundesliga 2,,,2x,Away or draw,,1-0,safertip.com,,,,,,,,,,,,,,,,,,
,Bundesliga 2,,,1,Home win,65,1-0,safertip.com,,,,,,,,,,,,,,,,,,
,Bundesliga 2,,,1,Home win,,2-0,safertip.com,,,,,,,,,,,,,,,,,,
,Bundesliga 2,,,1,Home win,70,1-2,safertip.com,,,,,,,,,,,,,,,,,,
,Saudi Proffessional League,,,2,Away win,70,1-2,safertip.com,,,,,,,,,,,,,,,,,,
,Saudi Proffessional League,,,2,Away win,,2-3,safertip.com,,,,,,,,,,,,,,,,,,
,Saudi Proffessional League,,,1x,Home win or draw,75,1-2,safertip.com,,,,,,,,,,,,,,,,,,
,Saudi Proffessional League,,,GG,Both teams to score,60,3-3,safertip.com,,,,,,,,,,,,,,,,,,
,Saudi Proffessional League,,,1x,Home win or draw,70,3-2,safertip.com,,,,,,,,,,,,,,,,,,
,Saudi Proffessional League,,,1,Home win,,2-1,safertip.com,,,,,,,,,,,,,,,,,,
,Saudi Proffessional League,,,1,Home win,75,2-1,safertip.com,,,,,,,,,,,,,,,,,,
,Saudi Proffessional League,,,1,Home win,70,2-0,safertip.com,,,,,,,,,,,,,,,,,,
,Saudi Proffessional League,,,1,Home win,,2-1,safertip.com,,,,,,,,,,,,,,,,,,
,Saudi Proffessional League,,,1x,Home or draw,65,1-3,safertip.com,,,,,,,,,,,,,,,,,,
,Saudi Proffessional League,,,1x,Home or draw,,2-1,safertip.com,,,,,,,,,,,,,,,,,,
,Saudi Proffessional League,,,1,Home win,65,3-1,safertip.com,,,,,,,,,,,,,,,,,,
,Saudi Proffessional League,,,2.5,over 2.5,70,3-1,safertip.com,,,,,,,,,,,,,,,,,,
,Saudi Proffessional League,,,2.5,over 2.5,,4-4,safertip.com,,,,,,,,,,,,,,,,,,
,Saudi Proffessional League,,,2x,Away or draw,65,1-1,safertip.com,,,,,,,,,,,,,,,,,,
,Saudi Proffessional League,,,2x,Away or draw,,0-0,safertip.com,,,,,,,,,,,,,,,,,,
,Saudi Proffessional League,,,2x,Away or draw,70,0-3,safertip.com,,,,,,,,,,,,,,,,,,
,Saudi Proffessional League,,,12,home or away,60,1-1,safertip.com,,,,,,,,,,,,,,,,,,
,Saudi Proffessional League,,,12,home or away,,3-1,safertip.com,,,,,,,,,,,,,,,,,,
,Saudi Proffessional League,,,12,home or away,65,3-2,safertip.com,,,,,,,,,,,,,,,,,,
,Saudi Proffessional League,,,12,home or away,,2-0,safertip.com,,,,,,,,,,,,,,,,,,
,Saudi Proffessional League,,,1.5,over 1.5,65,0-2,safertip.com,,,,,,,,,,,,,,,,,,
,Saudi Proffessional League,,,1.5,over 1.5,70,1-1,safertip.com,,,,,,,,,,,,,,,,,,
,Saudi Proffessional League,,,1.5,over 1.5,,1-1,safertip.com,,,,,,,,,,,,,,,,,,
,Saudi Proffessional League,,,1.5,over 1.5,,3-1,safertip.com,,,,,,,,,,,,,,,,,,
,Saudi Proffessional League,,,1.5,over 1.5,75,1-2,safertip.com,,,,,,,,,,,,,,,,,,
,Saudi Proffessional League,,,12,home or away,70,1-1,safertip.com,,,,,,,,,,,,,,,,,,
,Saudi Proffessional League,,,u3.5,under 3.5,65,0-2,safertip.com,,,,,,,,,,,,,,,,,,
,Saudi Proffessional League,,,u3.5,under 3.5,60,0-1,safertip.com,,,,,,,,,,,,,,,,,,
,Saudi Division1,,,1.5,over 1.5,55,1-1,safertip.com,,,,,,,,,,,,,,,,,,
,Saudi Division1,,,1.5,over 1.5,60,2-2,safertip.com,,,,,,,,,,,,,,,,,,
,Saudi Division1,,,2,Away win,70,0-3,safertip.com,,,,,,,,,,,,,,,,,,
,Saudi Division1,,,1,Home win,60,0-1,safertip.com,,,,,,,,,,,,,,,,,,
,Saudi Division1,,,1x,Home or draw,70,2-2,safertip.com,,,,,,,,,,,,,,,,,,
,Saudi Division1,,,2.5,over 2.5,60,0-1,safertip.com,,,,,,,,,,,,,,,,,,
,Saudi Division1,,,2.5,over 2.5,,1-1,safertip.com,,,,,,,,,,,,,,,,,,
,Saudi Division1,,,12,home or away,60,3-1,safertip.com,,,,,,,,,,,,,,,,,,
,Saudi Division1,,,1.5,over 1.5,65,2-3,safertip.com,,,,,,,,,,,,,,,,,,
,Saudi Division1,,,1.5,over 1.5,,2-0,safertip.com,,,,,,,,,,,,,,,,,,
,Saudi Division1,,,GG,Both teams to score,55,2-1,safertip.com,,,,,,,,,,,,,,,,,,
,Saudi Division1,,,GG,Both teams to score,50,3-1,safertip.com,,,,,,,,,,,,,,,,,,
,Saudi Division1,,,u3.5,under 3.5,65,0-0,safertip.com,,,,,,,,,,,,,,,,,,
,Saudi Division1,,,u3.5,under 3.5,70,2-2,safertip.com,,,,,,,,,,,,,,,,,,
,Saudi Division1,,,u3.5,under 3.5,,1-0,safertip.com,,,,,,,,,,,,,,,,,,
,Saudi Division1,,,1.5,over 1.5,,2-1,safertip.com,,,,,,,,,,,,,,,,,,
,Saudi Division1,,,1x,Home or draw,60,3-2,safertip.com,,,,,,,,,,,,,,,,,,
,Saudi Division1,,,1x,Home or draw,65,0-0,safertip.com,,,,,,,,,,,,,,,,,,
,Saudi Division1,,,1x,Home or draw,,0-1,safertip.com,,,,,,,,,,,,,,,,,,
,Saudi Division1,,,1x,Home or draw,70,1-2,safertip.com,,,,,,,,,,,,,,,,,,
,Saudi Division1,,,1x,Home or draw,,2-0,safertip.com,,,,,,,,,,,,,,,,,,
,Saudi Division1,,,2x,Away or draw,65,1-1,safertip.com,,,,,,,,,,,,,,,,,,
,Saudi Division1,,,2x,Away or draw,70,1-0,safertip.com,,,,,,,,,,,,,,,,,,
,Saudi Division1,,,2x,Away or draw,,1-2,safertip.com,,,,,,,,,,,,,,,,,,
,Saudi Division1,,,2x,Away or draw,,1-4,safertip.com,,,,,,,,,,,,,,,,,,
,Serie A,,,1,Home win,60,2-0,safertip.com,,,,,,,,,,,,,,,,,,
,Serie A,,,1,Home win,,4-0,safertip.com,,,,,,,,,,,,,,,,,,
,Serie A,,,1,Home win,,1-1,safertip.com,,,,,,,,,,,,,,,,,,
,Serie A,,,1,Home win,65,3-0,safertip.com,,,,,,,,,,,,,,,,,,
,Serie A,,,1,Home win,70,1-1,safertip.com,,,,,,,,,,,,,,,,,,
,Serie A,,,1,Home win,,4-0,safertip.com,,,,,,,,,,,,,,,,,,
,Serie A,,,1,Home win,,1-2,safertip.com,,,,,,,,,,,,,,,,,,
,Serie A,,,1x,Home or draw,71,4-0,safertip.com,,,,,,,,,,,,,,,,,,
,Serie A,,,1x,Home or draw,65,1-2,safertip.com,,,,,,,,,,,,,,,,,,
,Serie A,,,1x,Home or draw,70,4-0,safertip.com,,,,,,,,,,,,,,,,,,
,Serie A,,,1x,Home or draw,,0-0,safertip.com,,,,,,,,,,,,,,,,,,
,Serie A,,,1x,Home or draw,,1-1,safertip.com,,,,,,,,,,,,,,,,,,
,Serie A,,,1x,Home or draw,,0-1,safertip.com,,,,,,,,,,,,,,,,,,
,Serie A,,,1x,Home or draw,75,2-1,safertip.com,,,,,,,,,,,,,,,,,,
,Serie A,,,2x,Away or draw,60,1-2,safertip.com,,,,,,,,,,,,,,,,,,
,Serie A,,,2x,Away or draw,,0-2,safertip.com,,,,,,,,,,,,,,,,,,
,Serie A,,,2x,Away or draw,,0-0,safertip.com,,,,,,,,,,,,,,,,,,
,Serie A,,,2x,Away or draw,65,1-2,safertip.com,,,,,,,,,,,,,,,,,,
,Serie A,,,2x,Away or draw,,1-3,safertip.com,,,,,,,,,,,,,,,,,,
,Serie A,,,2x,Away or draw,,1-1,safertip.com,,,,,,,,,,,,,,,,,,
,Serie A,,,2x,Away or draw,,1-1,safertip.com,,,,,,,,,,,,,,,,,,
,Serie A,,,2x,Away or draw,,0-1,safertip.com,,,,,,,,,,,,,,,,,,
,Serie A,,,2x,Away or draw,70,0-1,safertip.com,,,,,,,,,,,,,,,,,,
,Serie A,,,2x,Away or draw,,3-2,safertip.com,,,,,,,,,,,,,,,,,,
,Serie A,,,2x,Away or draw,,2-3,safertip.com,,,,,,,,,,,,,,,,,,
,Serie A,,,2x,Away or draw,,1-4,safertip.com,,,,,,,,,,,,,,,,,,
,Serie A,,,2x,Away or draw,,1-4,safertip.com,,,,,,,,,,,,,,,,,,
,Serie A,,,2x,Away or draw,,0-3,safertip.com,,,,,,,,,,,,,,,,,,
,Serie A,,,2x,Away or draw,,1-1,safertip.com,,,,,,,,,,,,,,,,,,
,Serie A,,,2x,Away or draw,,1-6,safertip.com,,,,,,,,,,,,,,,,,,
,Serie A,,,12,home or away,60,2-2,safertip.com,,,,,,,,,,,,,,,,,,
,Serie A,,,12,home or away,65,1-2,safertip.com,,,,,,,,,,,,,,,,,,
,Serie A,,,12,home or away,,2-0,safertip.com,,,,,,,,,,,,,,,,,,
,Serie A,,,12,home or away,,2-2,safertip.com,,,,,,,,,,,,,,,,,,
,Serie A,,,2,Away win,65,0-4,safertip.com,,,,,,,,,,,,,,,,,,
,Serie A,,,1.5,over 1.5,65,1-2,safertip.com,,,,,,,,,,,,,,,,,,
,Serie A,,,1.5,over 1.5,,5-1,safertip.com,,,,,,,,,,,,,,,,,,
,Serie A,,,1.5,over 1.5,,4-2,safertip.com,,,,,,,,,,,,,,,,,,
,Serie A,,,1.5,over 1.5,,2-0,safertip.com,,,,,,,,,,,,,,,,,,
,Serie A,,,1.5,over 1.5,,2-3,safertip.com,,,,,,,,,,,,,,,,,,
,Serie A,,,1.5,over 1.5,,1-0,safertip.com,,,,,,,,,,,,,,,,,,
,Serie A,,,1.5,over 1.5,70,1-0,safertip.com,,,,,,,,,,,,,,,,,,
,Serie A,,,1.5,over 1.5,,3-2,safertip.com,,,,,,,,,,,,,,,,,,
,Serie A,,,1.5,over 1.5,,4-0,safertip.com,,,,,,,,,,,,,,,,,,
,Serie A,,,u2.5,under 2.5,55,0-2,safertip.com,,,,,,,,,,,,,,,,,,
,Serie A,,,u2.5,under 2.5,65,0-0,safertip.com,,,,,,,,,,,,,,,,,,
,Serie A,,,u2.5,under 2.5,,2-0,safertip.com,,,,,,,,,,,,,,,,,,
,Serie A,,,u3.5,under 3.5,60,1-1,safertip.com,,,,,,,,,,,,,,,,,,
,Serie A,,,u3.5,under 3.5,,1-1,safertip.com,,,,,,,,,,,,,,,,,,
,Serie A,,,u3.5,under 3.5,65,0-0,safertip.com,,,,,,,,,,,,,,,,,,
,Serie A,,,u3.5,under 3.5,,4-2,safertip.com,,,,,,,,,,,,,,,,,,
,Serie A,,,u3.5,under 3.5,,2-4,safertip.com,,,,,,,,,,,,,,,,,,
,Serie A,,,u3.5,under 3.5,,1-0,safertip.com,,,,,,,,,,,,,,,,,,
,Serie A,,,u3.5,under 3.5,,2-0,safertip.com,,,,,,,,,,,,,,,,,,
,Serie A,,,u3.5,under 3.5,70,1-3,safertip.com,,,,,,,,,,,,,,,,,,
,Serie A,,,u3.5,under 3.5,,2-1,safertip.com,,,,,,,,,,,,,,,,,,
,Serie A,,,GG,Both teams to score,55,3-0,safertip.com,,,,,,,,,,,,,,,,,,
,Serie A,,,GG,Both teams to score,,1-1,safertip.com,,,,,,,,,,,,,,,,,,
,Serie A,,,1,Home win,65,0-1,safertip.com,,,,,,,,,,,,,,,,,,
,Serie A,,,GG,Both teams to score,60,1-1,safertip.com,,,,,,,,,,,,,,,,,,
,Serie B,,,1,Home win,60,1-1,safertip.com,,,,,,,,,,,,,,,,,,
,Serie B,,,1,Home win,,1-1,safertip.com,,,,,,,,,,,,,,,,,,
,Serie B,,,1x,Home or draw,60,2-2,safertip.com,,,,,,,,,,,,,,,,,,
,Serie B,,,1x,Home or draw,65,0-2,safertip.com,,,,,,,,,,,,,,,,,,
,Serie B,,,1x,Home or draw,,1-2,safertip.com,,,,,,,,,,,,,,,,,,
,Serie B,,,1x,Home or draw,,1-1,safertip.com,,,,,,,,,,,,,,,,,,
,Serie B,,,1x,Home or draw,,1-0,safertip.com,,,,,,,,,,,,,,,,,,
,Serie B,,,1x,Home or draw,,0-0,safertip.com,,,,,,,,,,,,,,,,,,
,Serie B,,,1x,Home or draw,,1-1,safertip.com,,,,,,,,,,,,,,,,,,
,Serie B,,,1x,Home or draw,70,2-1,safertip.com,,,,,,,,,,,,,,,,,,
,Serie B,,,1x,Home or draw,,1-0,safertip.com,,,,,,,,,,,,,,,,,,
,Serie B,,,1x,Home or draw,,3-2,safertip.com,,,,,,,,,,,,,,,,,,
,Serie B,,,1x,Home or draw,,2-2,safertip.com,,,,,,,,,,,,,,,,,,
,Serie B,,,1x,Home or draw,,2-0,safertip.com,,,,,,,,,,,,,,,,,,
,Serie B,,,1x,Home or draw,,0-2,safertip.com,,,,,,,,,,,,,,,,,,
,Serie B,,,1x,Home or draw,,1-0,safertip.com,,,,,,,,,,,,,,,,,,
,Serie B,,,1x,Home or draw,,2-0,safertip.com,,,,,,,,,,,,,,,,,,
,Serie B,,,1x,Home or draw,73,3-2,safertip.com,,,,,,,,,,,,,,,,,,
,Serie B,,,1x,Home or draw,75,0-0,safertip.com,,,,,,,,,,,,,,,,,,
,Serie B,,,2x,Away or draw,60,1-3,safertip.com,,,,,,,,,,,,,,,,,,
,Serie B,,,2x,Away or draw,65,1-2,safertip.com,,,,,,,,,,,,,,,,,,
,Serie B,,,2x,Away or draw,,0-1,safertip.com,,,,,,,,,,,,,,,,,,
,Serie B,,,2x,Away or draw,,1-3,safertip.com,,,,,,,,,,,,,,,,,,
,Serie B,,,2x,Away or draw,,1-2,safertip.com,,,,,,,,,,,,,,,,,,
,Serie B,,,2x,Away or draw,,1-2,safertip.com,,,,,,,,,,,,,,,,,,
,Serie B,,,2x,Away or draw,70,3-0,safertip.com,,,,,,,,,,,,,,,,,,
,Serie B,,,2x,Away or draw,,0-1,safertip.com,,,,,,,,,,,,,,,,,,
,Serie B,,,2x,Away or draw,,0-0,safertip.com,,,,,,,,,,,,,,,,,,
,Serie B,,,2x,Away or draw,,0-3,safertip.com,,,,,,,,,,,,,,,,,,
,Serie B,,,12,home or away,65,1-0,safertip.com,,,,,,,,,,,,,,,,,,
,Serie B,,,12,home or away,,3-1,safertip.com,,,,,,,,,,,,,,,,,,
,Serie B,,,12,home or away,,0-0,safertip.com,,,,,,,,,,,,,,,,,,
,Serie B,,,1.5,over 1.5,60,3-0,safertip.com,,,,,,,,,,,,,,,,,,
,Serie B,,,1.5,over 1.5,65,0-1,safertip.com,,,,,,,,,,,,,,,,,,
,Serie B,,,1.5,over 1.5,,1-1,safertip.com,,,,,,,,,,,,,,,,,,
,Serie B,,,1.5,over 1.5,,4-2,safertip.com,,,,,,,,,,,,,,,,,,
,Serie B,,,1.5,over 1.5,70,2-2,safertip.com,,,,,,,,,,,,,,,,,,
,Serie B,,,1.5,over 1.5,,1-1,safertip.com,,,,,,,,,,,,,,,,,,
,Serie B,,,1.5,over 1.5,,2-3,safertip.com,,,,,,,,,,,,,,,,,,
,Serie B,,,1.5,over 1.5,,2-1,safertip.com,,,,,,,,,,,,,,,,,,
,Serie B,,,1.5,over 1.5,75,1-0,safertip.com,,,,,,,,,,,,,,,,,,
,Serie B,,,u2.5,under 2.5,55,1-1,safertip.com,,,,,,,,,,,,,,,,,,
,Serie B,,,2x,Away or draw,75,1-3,safertip.com,,,,,,,,,,,,,,,,,,
,Serie B,,,2x,Away or draw,,0-1,safertip.com,,,,,,,,,,,,,,,,,,
,Serie B,,,u2.5,under 2.5,60,0-1,safertip.com,,,,,,,,,,,,,,,,,,
,Serie B,,,u2.5,under 2.5,,0-3,safertip.com,,,,,,,,,,,,,,,,,,
,Serie B,,,u2.5,under 2.5,,1-2,safertip.com,,,,,,,,,,,,,,,,,,
,Serie B,,,u2.5,under 2.5,,1-1,safertip.com,,,,,,,,,,,,,,,,,,
,Serie B,,,u2.5,under 2.5,,0-1,safertip.com,,,,,,,,,,,,,,,,,,
,Serie B,,,u2.5,under 2.5,65,1-1,safertip.com,,,,,,,,,,,,,,,,,,
,Serie B,,,u2.5,under 2.5,,2-0,safertip.com,,,,,,,,,,,,,,,,,,
,Serie B,,,u3.5,under 3.5,60,1-1,safertip.com,,,,,,,,,,,,,,,,,,
,Serie B,,,u3.5,under 3.5,,2-2,safertip.com,,,,,,,,,,,,,,,,,,
,Serie B,,,u3.5,under 3.5,65,5-1,safertip.com,,,,,,,,,,,,,,,,,,
,Serie B,,,u3.5,under 3.5,,3-0,safertip.com,,,,,,,,,,,,,,,,,,
,Serie B,,,u3.5,under 3.5,,1-2,safertip.com,,,,,,,,,,,,,,,,,,
,Serie B,,,u3.5,under 3.5,,,safertip.com,,,,,,,,,,,,,,,,,,
,Serie B,,,u3.5,under 3.5,70,1-1,safertip.com,,,,,,,,,,,,,,,,,,
,Serie B,,,u3.5,under 3.5,,2-0,safertip.com,,,,,,,,,,,,,,,,,,
,Serie B,,,u3.5,under 3.5,,1-0,safertip.com,,,,,,,,,,,,,,,,,,
,Serie B,,,u3.5,under 3.5,,0-0,safertip.com,,,,,,,,,,,,,,,,,,
,Serie B,,,u3.5,under 3.5,,2-2,safertip.com,,,,,,,,,,,,,,,,,,
,Serie B,,,u3.5,under 3.5,,0-2,safertip.com,,,,,,,,,,,,,,,,,,
,Serie B,,,u3.5,under 3.5,,1-1,safertip.com,,,,,,,,,,,,,,,,,,
,Serie B,,,GG,Both teams to score,55,1-1,safertip.com,,,,,,,,,,,,,,,,,,
,Serie B,,,GG,Both teams to score,,1-2,safertip.com,,,,,,,,,,,,,,,,,,
,Portugal Primera,,,1,Home win,60,0-2,safertip.com,,,,,,,,,,,,,,,,,,
,Portugal Primera,,,1,Home win,70,0-0,safertip.com,,,,,,,,,,,,,,,,,,
,Portugal Primera,,,1,Home win,,2-0,safertip.com,,,,,,,,,,,,,,,,,,
,Portugal Primera,,,1,Home win,,3-0,safertip.com,,,,,,,,,,,,,,,,,,
,Portugal Primera,,,1,Home win,75,8-0,safertip.com,,,,,,,,,,,,,,,,,,
,Portugal Primera,,,1&1.5,Home and over 1.5,70,6-1,safertip.com,,,,,,,,,,,,,,,,,,
,Portugal Primera,,,1&2.5,Home and over 2.5,70,3-2,safertip.com,,,,,,,,,,,,,,,,,,
,Portugal Primera,,,1x,Home or draw,60,0-0,safertip.com,,,,,,,,,,,,,,,,,,
,Portugal Primera,,,1x,Home or draw,65,1-0,safertip.com,,,,,,,,,,,,,,,,,,
,Portugal Primera,,,1x,Home or draw,,0-1,safertip.com,,,,,,,,,,,,,,,,,,
,Portugal Primera,,,1x,Home or draw,,2-1,safertip.com,,,,,,,,,,,,,,,,,,
,Portugal Primera,,,1x,Home or draw,,0-0,safertip.com,,,,,,,,,,,,,,,,,,
,Portugal Primera,,,1x,Home or draw,,1-0,safertip.com,,,,,,,,,,,,,,,,,,
,Portugal Primera,,,2,Away win,65,1-3,safertip.com,,,,,,,,,,,,,,,,,,
,Portugal Primera,,,2,Away win,,3-2,safertip.com,,,,,,,,,,,,,,,,,,
,Portugal Primera,,,2,Away win,,3-3,safertip.com,,,,,,,,,,,,,,,,,,
,Portugal Primera,,,2,Away win,70,1-4,safertip.com,,,,,,,,,,,,,,,,,,
,Portugal Primera,,,2,Away win,,0-2,safertip.com,,,,,,,,,,,,,,,,,,
,Portugal Primera,,,2,Away win,,1-1,safertip.com,,,,,,,,,,,,,,,,,,
,Portugal Primera,,,1.5,over 1.5,60,1-0,safertip.com,,,,,,,,,,,,,,,,,,
,Portugal Primera,,,1.5,over 1.5,,3-0,safertip.com,,,,,,,,,,,,,,,,,,
,Portugal Primera,,,1.5,over 1.5,,1-1,safertip.com,,,,,,,,,,,,,,,,,,
,Portugal Primera,,,1.5,over 1.5,,2-1,safertip.com,,,,,,,,,,,,,,,,,,
,Portugal Primera,,,1.5,over 1.5,,3-3,safertip.com,,,,,,,,,,,,,,,,,,
,Portugal Primera,,,1.5,over 1.5,65,1-2,safertip.com,,,,,,,,,,,,,,,,,,
,Portugal Primera,,,1.5,over 1.5,,1-3,safertip.com,,,,,,,,,,,,,,,,,,
,Portugal Primera,,,1.5,over 1.5,,0-0,safertip.com,,,,,,,,,,,,,,,,,,
,Portugal Primera,,,1.5,over 1.5,70,2-2,safertip.com,,,,,,,,,,,,,,,,,,
,Portugal Primera,,,u3.5,under 3.5,,2-1,safertip.com,,,,,,,,,,,,,,,,,,
,Portugal Primera,,,u3.5,under 3.5,,5-0,safertip.com,,,,,,,,,,,,,,,,,,
,Portugal Primera,,,u3.5,under 3.5,65,0-0,safertip.com,,,,,,,,,,,,,,,,,,
,Portugal Primera,,,u3.5,under 3.5,,1-0,safertip.com,,,,,,,,,,,,,,,,,,
,Portugal Primera,,,u3.5,under 3.5,70,0-0,safertip.com,,,,,,,,,,,,,,,,,,
,Portugal Primera,,,u3.5,under 3.5,,1-0,safertip.com,,,,,,,,,,,,,,,,,,
,Portugal Primera,,,u3.5,under 3.5,,5-0,safertip.com,,,,,,,,,,,,,,,,,,
,Portugal Primera,,,u3.5,under 3.5,,3-2,safertip.com,,,,,,,,,,,,,,,,,,
,Portugal Primera,,,u3.5,under 3.5,,0-1,safertip.com,,,,,,,,,,,,,,,,,,
,Portugal Primera,,,u3.5,under 3.5,,1-1,safertip.com,,,,,,,,,,,,,,,,,,
,Portugal Primera,,,2.5,over 2.5,60,5-0,safertip.com,,,,,,,,,,,,,,,,,,
,Portugal Primera,,,2.5,over 2.5,,2-1,safertip.com,,,,,,,,,,,,,,,,,,
,Portugal Primera,,,2.5,over 2.5,65,4-0,safertip.com,,,,,,,,,,,,,,,,,,
,Portugal Primera,,,2x,Away or draw,70,1-1,safertip.com,,,,,,,,,,,,,,,,,,
,Portugal Primera,,,2x,Away or draw,,1-5,safertip.com,,,,,,,,,,,,,,,,,,
,Portugal Primera,,,2x,Away or draw,65,1-3,safertip.com,,,,,,,,,,,,,,,,,,
,LA LIGA,,,u2.5,under 2.5,70,1-2,safertip.com,,,,,,,,,,,,,,,,,,
,LA LIGA,,,u2.5,under 2.5,60,3-2,safertip.com,,,,,,,,,,,,,,,,,,
,LA LIGA,,,u2.5,under 2.5,,2-0,safertip.com,,,,,,,,,,,,,,,,,,
,LA LIGA,,,u2.5,under 2.5,,2-0,safertip.com,,,,,,,,,,,,,,,,,,
,LA LIGA,,,1x,Home or draw,70,1-1,safertip.com,,,,,,,,,,,,,,,,,,
,LA LIGA,,,1x,Home or draw,,3-3,safertip.com,,,,,,,,,,,,,,,,,,
,LA LIGA,,,1x,Home or draw,65,1-1,safertip.com,,,,,,,,,,,,,,,,,,
,LA LIGA,,,1x,Home or draw,,1-1,safertip.com,,,,,,,,,,,,,,,,,,
,LA LIGA,,,1x,Home or draw,60,0-1,safertip.com,,,,,,,,,,,,,,,,,,
,LA LIGA,,,1x,Home or draw,,3-2,safertip.com,,,,,,,,,,,,,,,,,,
,LA LIGA,,,1x,Home or draw,,1-1,safertip.com,,,,,,,,,,,,,,,,,,
,LA LIGA,,,1&1.5,Home and over 1.5,70,3-2,safertip.com,,,,,,,,,,,,,,,,,,
,LA LIGA,,,1,Home win,60,5-1,safertip.com,,,,,,,,,,,,,,,,,,
,LA LIGA,,,1,Home win,,4-0,safertip.com,,,,,,,,,,,,,,,,,,
,LA LIGA,,,1,Home win,,0-1,safertip.com,,,,,,,,,,,,,,,,,,
,LA LIGA,,,1,Home win,,5-1,safertip.com,,,,,,,,,,,,,,,,,,
,LA LIGA,,,1,Home win,65,4-0,safertip.com,,,,,,,,,,,,,,,,,,
,LA LIGA,,,1,Home win,70,3-5,safertip.com,,,,,,,,,,,,,,,,,,
,LA LIGA,,,1,Home win,,3-3,safertip.com,,,,,,,,,,,,,,,,,,
,LA LIGA,,,1,Home win,,1-0,safertip.com,,,,,,,,,,,,,,,,,,
,LA LIGA,,,2x,Away or draw,70,2-4,safertip.com,,,,,,,,,,,,,,,,,,
,LA LIGA,,,2x,Away or draw,,1-2,safertip.com,,,,,,,,,,,,,,,,,,
,LA LIGA,,,2x,Away or draw,,3-1,safertip.com,,,,,,,,,,,,,,,,,,
,LA LIGA,,,2x,Away or draw,,1-0,safertip.com,,,,,,,,,,,,,,,,,,
,LA LIGA,,,2x,Away or draw,,1-3,safertip.com,,,,,,,,,,,,,,,,,,
,LA LIGA,,,2x,Away or draw,,1-0,safertip.com,,,,,,,,,,,,,,,,,,
,LA LIGA,,,2x,Away or draw,65,1-2,safertip.com,,,,,,,,,,,,,,,,,,
,LA LIGA,,,2.5,,65,4-0,safertip.com,,,,,,,,,,,,,,,,,,
,LA LIGA,,,2.5,,,2-1,safertip.com,,,,,,,,,,,,,,,,,,
,LA LIGA,,,2,Away win,60,0-0,safertip.com,,,,,,,,,,,,,,,,,,
,LA LIGA,,,2,Away win,,0-0,safertip.com,,,,,,,,,,,,,,,,,,
,LA LIGA,,,2,Away win,65,1-1,safertip.com,,,,,,,,,,,,,,,,,,
,LA LIGA,,,2,Away win,,2-2,safertip.com,,,,,,,,,,,,,,,,,,
,LA LIGA,,,2,Away win,,2-2,safertip.com,,,,,,,,,,,,,,,,,,
,LA LIGA,,,u3.5,under 3.5,65,1-1,safertip.com,,,,,,,,,,,,,,,,,,
,LA LIGA,,,u3.5,under 3.5,,1-0,safertip.com,,,,,,,,,,,,,,,,,,
,LA LIGA,,,u3.5,under 3.5,70,2-0,safertip.com,,,,,,,,,,,,,,,,,,
,LA LIGA,,,u3.5,under 3.5,,0-0,safertip.com,,,,,,,,,,,,,,,,,,
,LA LIGA,,,u3.5,under 3.5,60,2-1,safertip.com,,,,,,,,,,,,,,,,,,
,LA LIGA,,,u3.5,under 3.5,,1-2,safertip.com,,,,,,,,,,,,,,,,,,
,LA LIGA,,,u3.5,under 3.5,,1-1,safertip.com,,,,,,,,,,,,,,,,,,
,LA LIGA,,,1.5,over 1.5,65,2-0,safertip.com,,,,,,,,,,,,,,,,,,
,LA LIGA,,,1.5,over 1.5,,0-2,safertip.com,,,,,,,,,,,,,,,,,,
,LA LIGA,,,1.5,over 1.5,75,2-1,safertip.com,,,,,,,,,,,,,,,,,,
,LA LIGA,,,12,home or away,60,1-1,safertip.com,,,,,,,,,,,,,,,,,,
,LA LIGA,,,12,home or away,65,1-1,safertip.com,,,,,,,,,,,,,,,,,,
,LA LIGA,,,12,home or away,70,1-3,safertip.com,,,,,,,,,,,,,,,,,,
,LA LIGA,,,GG,Both teams to score,55,0-0,safertip.com,,,,,,,,,,,,,,,,,,
,LA LIGA2,,,u2.5,under 2.5,88,3-0,safertip.com,,,,,,,,,,,,,,,,,,
,LA LIGA2,,,u2.5,under 2.5,60,2-0,safertip.com,,,,,,,,,,,,,,,,,,
,LA LIGA2,,,u2.5,under 2.5,,0-0,safertip.com,,,,,,,,,,,,,,,,,,
,LA LIGA2,,,u2.5,under 2.5,,2-1,safertip.com,,,,,,,,,,,,,,,,,,
,LA LIGA2,,,u2.5,under 2.5,,1-0,safertip.com,,,,,,,,,,,,,,,,,,
,LA LIGA2,,,u2.5,under 2.5,,2-1,safertip.com,,,,,,,,,,,,,,,,,,
,LA LIGA2,,,u2.5,under 2.5,65,0-0,safertip.com,,,,,,,,,,,,,,,,,,
,LA LIGA2,,,u2.5,under 2.5,,2-1,safertip.com,,,,,,,,,,,,,,,,,,
,LA LIGA2,,,u2.5,under 2.5,,0-2,safertip.com,,,,,,,,,,,,,,,,,,
